user_id,gong_id,gong_rank
51,2140,3
51,11797,2
51,6238,7
51,5746,9
51,9985,7
51,2359,1
51,9271,10
51,4056,6
51,3452,1
51,13758,7
52,2097,2
52,2933,3
52,14427,8
52,12252,2
52,11548,8
52,11772,5
52,4993,3
52,3303,9
52,9753,5
53,2257,10
53,10424,4
53,12705,9
53,4684,8
53,4332,7
53,482,9
53,9033,4
53,695,3
54,3172,3
54,9375,4
54,10412,1
54,9728,5
54,13245,10
54,6710,6
54,8772,2
54,4456,6
54,12793,7
55,65,10
55,14019,8
55,5192,2
55,4223,5
55,2633,9
55,591,1
55,3100,1
55,13139,6
55,9819,9
55,5804,3
55,10657,5
55,7377,1
56,9710,9
56,9292,7
56,10154,6
56,4220,1
56,13250,1
56,6556,1
56,8531,2
56,6398,7
56,6975,6
56,5207,2
56,9044,5
56,234,5
56,4026,10
57,8160,8
57,6046,3
57,11252,5
57,5606,2
57,10905,9
57,5453,9
57,9163,8
57,3839,2
57,14074,1
57,10910,3
57,5262,10
57,10082,8
57,12033,10
57,11662,5
57,1441,6
58,10599,3
58,10644,2
58,4752,6
58,3141,4
58,1691,3
58,913,7
58,7054,5
58,12011,3
58,14085,6
58,13740,6
58,1774,9
59,4278,4
59,6387,10
59,13805,3
59,9774,7
59,821,8
59,10186,7
60,4833,7
60,892,5
60,5588,5
60,12316,1
60,11290,5
60,952,2
60,5861,3
60,10924,1
60,6808,10
61,3455,7
61,751,6
61,6533,1
61,3675,1
61,2149,3
61,11876,6
61,12082,1
61,12026,9
61,11474,9
61,13870,3
62,13396,2
62,3059,6
62,12383,7
62,9823,1
62,13028,1
62,3550,1
62,12320,5
63,947,9
63,9330,3
63,9849,1
63,3357,2
63,10625,2
63,13165,7
63,3581,3
63,2964,9
63,5046,2
63,1422,1
63,2780,5
64,14134,2
64,6107,5
64,13001,1
64,6761,6
64,11082,6
64,4903,4
64,1102,9
64,5529,4
65,392,5
65,1174,6
65,10083,2
65,14061,2
65,11972,1
65,13520,3
65,10303,9
66,11101,1
66,4861,8
66,299,2
66,14150,7
66,10144,9
66,12117,6
66,499,2
66,13328,6
66,2238,8
66,5467,8
66,11597,4
66,124,6
67,10025,7
67,7070,6
67,11310,6
67,12230,3
67,12913,5
67,2263,4
67,13514,3
67,4808,2
67,6436,7
67,12536,2
68,6991,3
68,2813,6
68,6054,2
68,11639,4
68,14297,5
69,10548,7
69,12692,9
69,10240,4
69,12370,6
69,12469,8
69,1462,5
69,1711,10
69,3793,9
69,6222,8
69,5610,3
69,7872,7
70,8573,5
70,9871,2
70,8144,1
70,1654,3
70,1714,3
70,12464,7
70,3320,1
70,573,1
71,6398,3
71,8273,9
71,9466,1
71,14130,7
71,13870,10
71,3013,6
71,7591,10
71,5312,1
72,8472,9
72,6315,4
72,3405,5
72,6504,6
72,1329,5
72,2450,2
72,6489,3
72,1717,2
72,12809,8
72,3154,5
72,4559,2
72,5089,3
72,11041,3
72,10008,3
73,4079,1
73,12216,6
73,3046,6
73,12618,3
73,11305,7
74,11489,3
74,1423,9
74,5633,5
74,11532,7
74,11552,7
74,10225,1
74,2036,3
74,7932,4
74,11575,9
74,1476,5
74,3721,8
74,13146,9
74,13052,1
75,874,2
75,12938,7
75,11819,3
75,10340,2
75,4555,7
75,8122,3
75,2026,7
75,3009,7
75,5765,10
75,9261,2
75,3362,7
76,699,8
76,7119,10
76,10786,7
76,12685,8
76,13398,10
76,13150,5
76,3572,5
76,296,7
76,14241,8
76,5261,10
76,14031,9
76,14199,5
76,10092,1
77,4698,9
77,12691,2
77,5671,4
77,3070,3
77,8224,2
77,8389,7
77,8650,10
77,11171,4
77,2132,5
78,10254,10
78,9802,2
78,2155,1
78,9110,3
78,4170,5
78,7245,9
78,1581,8
78,4001,7
79,13509,10
79,6743,8
79,1014,9
79,9371,10
79,2433,4
79,14210,8
79,4525,10
79,4593,2
79,1769,5
79,13618,4
80,12600,4
80,6833,2
80,2170,5
80,11847,3
80,6848,8
80,12060,4
80,754,2
80,10927,9
80,14281,5
81,7921,2
81,11922,4
81,14227,6
81,160,6
81,8106,6
81,10567,1
81,11383,5
81,1575,3
81,3982,9
81,13599,4
81,4181,8
81,9766,8
81,7022,9
81,4608,5
81,9357,9
81,4880,9
81,11734,1
82,2467,6
82,6333,3
82,1452,8
82,10118,4
82,1962,4
82,9410,4
82,8017,8
82,14029,2
82,10384,1
82,1258,10
82,707,6
83,12362,9
83,9530,4
83,8415,8
83,8273,2
84,11872,7
84,9686,1
84,12349,7
84,12061,3
84,3063,2
84,8392,3
84,2852,6
84,6149,2
84,7824,10
85,3547,3
85,85,9
85,6471,3
85,5930,3
85,2261,3
85,3101,1
85,3874,5
85,12840,1
85,7840,4
85,12332,10
85,9245,4
85,8113,6
85,4141,9
85,7981,8
86,5302,4
86,8031,2
86,6562,2
86,5136,10
86,4745,2
86,13314,2
86,8791,7
86,10037,10
86,4491,10
87,2338,6
87,11204,6
87,14318,1
87,4104,7
87,12918,1
87,13837,1
87,13506,3
87,5345,5
88,14038,5
88,9924,4
88,8387,2
88,8611,1
88,8220,6
88,4324,6
88,3915,2
88,1581,1
88,3235,8
88,16,2
88,9262,2
88,9684,1
89,1873,1
89,10308,3
89,3307,1
89,5466,4
89,1179,7
89,10467,8
90,10805,3
90,13858,10
90,1527,3
90,3897,3
90,10,4
90,8842,6
90,1791,1
90,11008,6
90,4699,9
91,11285,1
91,8731,2
91,9452,8
91,8468,1
91,10065,8
92,8410,6
92,6867,4
92,12487,2
92,13116,7
92,10848,6
92,13043,4
92,11476,6
92,9184,8
92,10514,6
92,975,6
92,8352,6
92,9255,8
92,8907,9
92,12968,4
93,10321,10
93,10041,4
93,3237,3
93,4590,2
93,5539,8
93,10749,7
93,3644,4
94,4509,8
94,14398,7
94,7291,3
94,12362,9
94,11986,7
94,4050,1
94,2562,6
95,690,4
95,944,1
95,4035,3
95,1727,3
95,3271,10
95,10951,1
95,3839,7
95,11003,4
95,2562,6
96,2343,8
96,11849,10
96,8135,2
96,11058,7
96,8370,4
96,4045,8
96,12970,3
96,14038,5
96,8328,9
96,6878,9
96,13422,8
97,2701,9
97,13499,6
97,7611,6
97,1083,9
97,448,10
97,9268,8
97,8035,8
97,1673,9
97,7359,8
97,6063,7
97,13665,8
97,13285,7
97,10080,7
98,105,10
98,757,8
98,9012,2
98,11634,3
98,8645,4
98,14174,8
98,4544,8
99,1979,3
99,13808,7
99,9516,2
99,34,2
99,8070,8
99,1779,2
99,6779,10
99,5338,7
99,9623,3
99,7685,2
100,3972,3
100,10132,8
100,1857,4
100,1363,5
100,3222,2
100,7676,8
100,3135,3
100,7579,3
100,4865,8
100,12423,10
100,2450,5
100,8348,3
100,9488,2
100,11148,3
101,11965,7
101,420,4
101,10049,4
101,3945,1
101,7796,3
101,4318,7
101,2147,10
101,8761,7
101,2691,4
101,13849,8
101,7780,4
102,405,1
102,13083,3
102,5465,2
102,6441,7
102,4329,5
102,183,4
102,384,2
102,2866,9
103,14044,4
103,7901,3
103,12089,9
103,13358,10
103,11624,3
103,12944,2
103,1025,1
103,1189,3
103,7682,10
104,11287,8
104,9199,8
104,11247,4
104,1206,7
104,12016,10
104,2177,6
104,12776,1
104,1805,4
105,8826,4
105,7894,9
105,6411,1
105,1082,7
105,5297,3
105,14308,4
105,13377,1
105,14012,4
105,5642,2
105,799,10
105,2630,8
106,10676,9
106,2401,1
106,399,1
106,6644,9
106,12608,4
106,6411,4
106,6115,9
106,11448,7
106,12075,10
107,9880,10
107,13049,8
107,14326,5
107,4134,1
107,4553,8
107,1916,10
107,3582,4
107,9542,4
107,6450,3
107,14113,6
108,9800,2
108,7502,8
108,7,9
108,34,2
108,4405,1
108,1024,9
108,9229,5
108,7383,8
108,2942,7
108,7650,10
108,6448,7
108,10773,5
109,10294,1
109,12094,4
109,3661,1
109,7107,1
109,4191,8
110,524,10
110,1393,5
110,11956,6
110,10028,4
110,4113,10
110,8373,3
111,10285,2
111,10904,2
111,11409,2
111,5418,3
111,13510,9
111,3628,9
111,9334,4
111,5222,7
111,9434,10
111,9163,2
111,10737,7
111,991,2
111,11038,10
111,5126,8
111,9570,1
111,11309,10
111,3665,1
112,12000,6
112,8580,3
112,2429,4
112,8913,6
112,12613,5
112,6563,8
112,13334,7
112,9528,10
112,4914,8
113,8898,6
113,448,7
113,7604,10
113,5713,9
113,7113,4
113,13803,2
113,6684,10
113,11428,8
113,3060,2
113,7393,3
114,7997,5
114,6485,7
114,13499,7
114,1898,2
114,5614,9
114,14439,3
114,1605,6
114,2929,1
115,5975,1
115,10651,4
115,6876,6
115,1412,4
115,11927,1
115,7596,5
115,3387,4
115,4933,10
115,3593,8
115,9617,4
115,3890,9
115,12837,9
115,6638,6
115,427,3
115,3842,4
115,9967,4
116,7683,2
116,1476,3
116,1131,6
116,3187,3
116,7708,7
116,3889,5
116,9517,7
116,13302,5
116,12688,5
116,21,3
116,12847,9
116,11039,9
117,2289,10
117,3877,6
117,13700,6
117,6549,6
117,13860,3
117,9849,7
117,5288,3
118,10367,6
118,6139,1
118,1962,6
118,5367,4
118,4066,4
118,7479,9
118,1650,5
118,2619,10
118,4078,2
118,8437,6
118,6576,7
118,12896,9
118,1592,5
119,13612,10
119,7464,9
119,296,2
119,1130,4
119,3366,2
119,12351,9
119,13113,8
119,6067,6
119,9181,6
119,12353,4
120,9116,7
120,9128,5
120,10707,5
120,6822,9
120,8542,6
120,5899,5
120,3254,6
121,3616,4
121,1731,8
121,10307,7
121,13056,7
121,5052,10
121,527,9
121,8366,10
121,12622,8
121,8847,5
121,13502,1
122,2252,1
122,981,1
122,6013,6
122,2773,4
122,2660,10
122,13690,6
122,13293,4
122,2931,4
122,10288,8
122,12271,6
122,1873,9
123,2092,2
123,10210,1
123,7626,10
123,6732,9
123,2515,3
123,11499,2
123,12309,5
123,13339,6
123,10503,7
123,156,10
124,9490,4
124,7417,7
124,733,1
124,2225,7
124,1456,5
124,7802,2
124,70,9
125,4098,10
125,8502,9
125,2108,8
125,745,9
125,9365,9
125,4388,4
125,12097,7
125,13254,1
125,2367,10
125,5117,5
125,7802,8
125,635,5
125,13467,5
126,13977,4
126,1873,9
126,7915,4
126,12880,9
126,7594,9
126,8001,2
126,969,4
126,7088,6
126,10047,4
127,3386,4
127,9851,2
127,13572,4
127,8812,6
127,4041,6
127,13325,1
127,13327,4
127,5867,10
127,8825,9
127,4590,10
128,8163,9
128,13942,9
128,8250,2
128,11847,8
128,1733,7
128,188,1
128,8191,9
128,10866,8
128,8780,9
128,10152,5
128,9226,9
128,5903,4
128,8860,7
128,14190,1
129,3127,9
129,11026,5
129,13102,3
129,1454,4
129,6853,7
129,8661,6
129,10761,7
129,12638,10
130,13720,4
130,634,10
130,4124,5
130,10777,7
130,2522,5
130,7960,7
130,4354,7
130,4209,5
130,8979,4
130,8237,3
130,5670,2
130,3492,7
130,10245,9
130,8770,5
130,14135,9
130,3092,7
131,417,10
131,13240,8
131,725,3
131,13352,6
131,2234,6
131,9924,1
132,4960,8
132,2168,3
132,7524,7
132,13817,5
132,9061,1
133,68,6
133,3469,5
133,3640,9
133,3150,6
133,12638,3
133,7696,9
133,364,8
133,10583,10
133,2823,8
133,2386,9
133,12444,3
133,7225,5
133,10591,3
133,9415,5
133,4681,5
133,7311,6
133,12146,10
133,389,1
133,1083,8
134,9823,10
134,9965,3
134,906,10
134,13920,7
134,9633,8
134,11761,4
134,1799,6
134,9048,4
134,4203,9
134,5772,3
134,11066,9
135,8776,8
135,11937,4
135,13484,8
135,4263,2
135,4918,10
135,2316,5
135,12313,1
136,1021,10
136,4780,1
136,11614,3
136,8695,6
136,135,3
136,8756,2
136,14006,2
136,14036,10
136,2013,3
136,8493,9
136,2341,5
137,9539,9
137,9931,7
137,4242,5
137,6718,6
137,13234,3
137,8076,10
137,1010,3
137,14161,8
137,5656,10
137,8788,9
138,7273,8
138,2071,3
138,11613,10
138,3395,1
138,5330,7
138,291,8
138,12651,10
138,10235,4
138,9945,2
138,7369,9
139,8372,5
139,7309,4
139,9227,1
139,8982,5
139,6967,7
139,5529,5
139,14400,5
139,11061,6
140,206,6
140,3690,3
140,8371,6
140,8062,3
140,2884,10
140,10896,7
140,2891,7
140,8273,2
140,10727,10
140,9777,10
140,5930,10
140,6069,7
140,4061,1
140,8198,3
140,13325,3
140,14058,6
140,3914,8
141,6768,8
141,11161,9
141,4254,4
141,8569,1
141,4166,7
141,9135,10
141,952,5
141,10135,10
141,7567,8
141,11355,3
141,8219,9
141,747,7
141,13226,10
141,11319,10
141,2165,4
142,7756,2
142,3854,9
142,11703,9
142,13692,7
142,13557,4
142,197,5
142,5577,2
142,4193,4
142,7485,2
142,1594,10
142,5480,10
142,11391,4
143,14106,4
143,7553,9
143,5832,8
143,2836,10
143,5485,10
143,683,2
143,9219,3
143,6292,3
143,9895,6
144,8951,7
144,12072,3
144,13018,6
144,8266,9
144,8650,10
144,4195,1
144,11549,4
145,9982,8
145,12762,1
145,9017,9
145,10885,6
145,3591,6
145,14326,7
145,6812,9
145,12991,10
146,5539,7
146,10499,10
146,11212,3
146,3276,1
146,10123,1
146,6359,2
146,197,4
146,12581,8
147,3498,4
147,12185,7
147,8282,4
147,6333,3
147,453,2
147,12341,2
147,8289,2
147,12609,8
147,1966,2
147,13653,6
147,12330,3
148,4832,3
148,6756,8
148,10792,1
148,3818,4
148,5875,3
148,9822,6
148,4259,9
148,1050,4
148,9222,9
149,10988,8
149,12370,9
149,3407,5
149,12793,8
149,9923,6
149,6774,3
149,10146,6
149,1862,9
149,10707,3
149,13671,3
149,7382,10
149,12312,4
150,11793,5
150,5490,3
150,3871,5
150,4539,8
150,4785,4
150,11090,6
150,1860,6
150,4252,4
150,6428,2
150,13268,6
150,11529,2
151,1954,9
151,8971,6
151,7366,1
151,10984,3
151,9505,3
151,1321,1
151,9709,2
151,13379,6
151,14051,4
152,13560,5
152,10780,3
152,10468,4
152,13852,3
152,9673,7
152,9516,2
152,135,3
152,11890,3
152,10193,4
152,11217,2
152,7864,6
152,10070,5
152,13666,4
152,8026,5
153,9327,7
153,10310,6
153,5581,1
153,10526,1
153,3745,6
153,14083,10
153,4692,7
153,7462,5
154,9512,10
154,13163,5
154,3942,7
154,4948,9
154,6131,4
154,7875,1
154,3937,2
154,4423,7
155,14202,2
155,1697,2
155,7046,4
155,6796,4
155,3335,6
155,9034,10
155,4474,2
155,13394,2
155,3365,1
155,11982,9
155,7476,7
155,13781,2
156,13837,3
156,7641,6
156,9721,7
156,11526,7
156,8650,7
156,12353,1
156,4675,2
156,10445,6
156,12013,7
156,8291,4
156,8607,5
156,7300,10
156,3440,6
156,14098,3
156,6008,2
156,11203,5
157,4733,7
157,2528,4
157,5998,2
157,10098,10
157,10116,2
157,13587,10
157,11727,10
157,727,4
157,11051,2
157,5055,9
157,13554,3
157,7534,9
157,12581,4
158,10032,6
158,128,9
158,2833,3
158,12413,4
158,4580,4
158,5123,4
159,11820,4
159,8615,4
159,3736,3
159,8299,9
159,846,2
159,4698,1
159,13732,5
160,11005,2
160,9804,4
160,3598,7
160,8428,10
160,8964,3
160,4177,9
160,8741,1
160,5980,2
160,3008,1
160,6728,9
160,11282,7
161,13275,4
161,1025,10
161,4294,6
161,7990,2
161,5805,9
161,12482,1
161,901,6
161,5009,6
161,13212,4
161,4786,4
162,10549,2
162,4849,5
162,7355,9
162,2578,2
162,8361,7
162,10169,5
162,7778,8
162,10303,7
162,9641,5
162,12690,7
163,6769,5
163,1457,7
163,10249,8
163,1526,7
163,6207,8
163,4243,2
163,2683,10
163,12664,1
164,4823,8
164,130,10
164,1966,4
164,10131,7
164,4824,6
164,9840,7
164,13368,7
164,9273,2
164,4920,2
164,3752,10
164,14283,8
164,10777,7
164,4775,3
165,12568,3
165,9593,10
165,5323,10
165,12552,5
165,13940,8
165,11180,2
165,8682,10
165,1789,9
165,1061,9
165,12947,6
165,3551,2
165,6098,9
166,8878,10
166,4319,6
166,11720,7
166,5215,7
166,9646,10
166,13752,10
166,3295,1
166,11831,6
166,2767,2
166,721,4
167,12391,5
167,8794,1
167,4768,6
167,8267,3
167,2503,8
167,1227,1
167,4293,1
167,4152,6
167,13512,9
167,14185,3
167,7281,3
168,9057,1
168,12250,8
168,13455,10
168,13486,7
168,9840,4
168,3590,1
169,8224,4
169,6819,7
169,686,7
169,7620,10
169,2270,8
169,9769,3
169,4345,3
169,7053,2
169,3390,1
169,8628,9
169,8837,3
169,11562,2
170,9733,1
170,4873,8
170,6196,7
170,2686,4
170,12805,7
170,13554,3
170,10560,5
170,2232,4
170,9163,10
170,7435,8
170,4201,1
170,7912,5
170,9220,6
170,3739,5
170,1688,3
171,3358,5
171,3729,7
171,4977,5
171,3691,9
171,13012,5
171,3837,6
171,1242,9
171,8642,8
171,2092,2
171,2588,6
171,8335,7
172,10423,4
172,5383,5
172,585,4
172,7483,6
172,7135,3
172,14347,2
172,7794,8
172,5382,2
172,9563,6
172,8416,7
173,3477,7
173,11991,7
173,1023,6
173,2905,5
173,3580,6
173,12093,4
173,7405,3
173,11646,10
174,11578,6
174,12620,4
174,8416,9
174,13090,1
174,852,5
174,11316,3
174,10848,9
174,9430,6
174,3251,1
174,11861,5
174,9459,7
174,5585,8
174,13947,6
174,8758,5
174,2470,2
175,6569,9
175,6913,3
175,4645,8
175,8523,6
175,11155,5
175,2236,9
175,1391,3
175,11383,2
175,13624,2
175,5426,10
175,2963,10
176,2064,8
176,10546,2
176,11761,10
176,10043,9
176,7792,5
176,12330,8
177,47,10
177,14369,6
177,14387,9
177,8818,7
177,10399,8
177,13151,6
177,4761,2
177,480,1
177,3115,3
177,10216,10
177,8136,7
178,6346,3
178,12261,6
178,7534,9
178,13671,9
178,1506,2
178,1258,7
178,3625,4
178,9924,2
178,8862,4
178,12656,6
178,10803,8
178,12349,8
178,13291,2
179,7977,2
179,479,8
179,9817,10
179,9889,1
179,3576,7
179,3654,10
179,9815,10
179,5439,4
179,6074,8
179,3448,10
179,1053,6
179,6656,6
179,13616,7
180,4504,9
180,2373,8
180,9992,8
180,5344,7
180,6264,3
180,7379,8
180,9539,6
180,13862,5
180,11307,7
180,2478,3
181,11545,8
181,4942,2
181,8151,4
181,11373,1
181,8107,5
181,13389,8
181,6883,9
181,9491,2
181,14066,2
181,1595,4
182,10162,9
182,2595,9
182,14005,5
182,11144,3
182,12267,6
182,3482,5
182,9488,4
182,13841,7
183,11284,10
183,11033,6
183,4162,6
183,14339,6
183,3627,9
183,11805,5
183,5581,10
183,295,8
183,9007,9
183,7587,3
183,4123,9
183,2687,1
183,2215,8
184,4367,6
184,11593,6
184,9852,4
184,6148,10
184,10539,8
184,6687,6
184,10261,8
184,11695,10
184,5655,7
184,4077,6
184,12478,6
184,5510,10
184,3333,1
185,6710,5
185,12921,2
185,5401,6
185,13982,7
185,1626,10
185,1643,10
185,12265,1
185,10420,8
185,12754,1
185,9385,9
185,562,7
185,3753,1
185,410,2
185,10399,9
185,7091,6
186,8779,1
186,6394,6
186,11283,9
186,827,9
186,14241,3
186,8141,7
186,7161,6
186,3703,3
186,6786,4
186,4694,6
186,1579,1
186,4778,8
187,6275,1
187,2909,9
187,11117,10
187,7795,10
187,3084,9
187,4220,10
187,8579,9
187,2540,7
187,1279,3
187,662,6
188,10711,4
188,4997,7
188,4570,3
188,9970,2
188,13842,8
188,14347,6
188,871,7
188,8399,10
188,10109,8
188,9358,9
188,9139,8
188,5270,10
188,947,6
189,10796,1
189,2940,7
189,4281,9
189,11533,2
189,8574,9
189,6552,7
189,4850,6
189,1596,10
190,7472,1
190,12606,10
190,5556,5
190,13775,3
190,2596,8
191,13770,2
191,9593,2
191,7584,10
191,11613,8
191,6604,6
191,5532,9
191,4646,4
191,13984,10
191,2959,10
191,8243,2
191,5979,7
191,8656,7
191,5316,2
191,8138,5
192,397,6
192,7560,6
192,586,5
192,12429,7
192,9172,4
192,11761,7
192,9312,7
192,12093,7
192,1849,9
192,91,1
193,1529,8
193,11624,4
193,7241,6
193,12690,3
193,12334,4
193,3631,9
193,3828,8
193,13068,8
193,10187,5
193,10682,8
193,9307,4
193,4208,10
194,4905,5
194,6566,2
194,6648,7
194,3595,3
194,3467,9
194,6716,6
194,1227,8
194,9850,1
195,10459,3
195,12465,5
195,9253,8
195,3243,4
196,10984,10
196,12720,2
196,14227,8
196,9784,2
196,13936,7
196,2664,6
196,5861,1
196,2430,3
197,426,5
197,13114,4
197,4306,6
197,1616,5
197,13272,6
197,14051,3
197,7155,9
197,14388,5
198,10847,7
198,8545,4
198,10017,3
198,8460,7
198,10794,8
198,6399,10
198,2037,3
199,11110,4
199,8419,4
199,5266,6
199,1649,8
199,10131,1
199,10973,10
199,7076,8
199,11645,5
199,14250,7
199,12853,6
199,8006,3
199,107,9
199,1578,4
199,7285,2
199,11853,8
199,9426,4
200,13452,10
200,1962,1
200,2014,4
200,8255,4
200,679,4
200,1879,1
200,1687,8
200,8762,10
201,1427,1
201,5140,3
