공모전명,조회수,주최,주관,응모분야,참가자격,접수기간,1등시상금,입사_가산점,인턴정직원_채용,기획/아이디어,광고/마케팅,학술,사진/영상/UCC,디자인,문학/시나리오,건축/건설/인테리어,브랜드/네이밍,예체능,대외활동,취업/창업,IT/소프트웨어/게임,분야별_기타
제3회 기업가정신 콘텐츠 공모전,2686,"한국청년기업가정신재단, 창업진흥원",중소기업청,네이밍/슬로건디자인사진UCC/영상캐릭터/만화,제한없음,2016-07-13 ~ 2016-09-16,200만원,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
제6회 시인이 되다 빛창공모전,9461,밝은눈 밝은광주안과,밝은눈 밝은광주안과,기획/아이디어네이밍/슬로건광고/마케팅,제한없음,2016-07-18 ~ 2016-08-11,문화상품권,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"식품첨가물 바로알기 UCC, 포스터 공모전",2241,식품의약품안전처,서울교육대학교,UCC/영상,제한없음,2016-07-18 ~ 2016-09-30,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
국민과 함께 미래를 만드는 한국마사회 서초부지 활용 아이디어 공모,1055,한국마사회,한국마사회,기획/아이디어,기타,2016-07-12 ~ 2016-08-18,300만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
생활 속 신재생 에너지를 바로 알려라 UCC 공모전,2671,한국에너지공단,(사)소비자공익네트워크,광고/마케팅UCC/영상과학/공학,제한없음,2016-07-18 ~ 2016-09-04,300만원,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2016년 농어촌 문학상 공모,2436,한국농어촌공사,한국문인협회,문학/수기,제한없음,2016-03-28 ~ 2016-08-31,"1,000만원",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
밀양시 대표브랜드 슬로건 공모전,9258,밀양시,부산대학교,네이밍/슬로건,제한없음,2016-07-25 ~ 2016-08-06,100만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"제1회 의류, 생활용 텍스타일 디자인 공모",1583,(사)한국패션소재협회,(사)한국패션소재협회,디자인,제한없음,2016-06-20 ~ 2016-09-09,120만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Arirang Silkroad Awards 제 1회 한중국제영화제트로피, 포스터 공모전",1460,(사)한중국제영화제,UNC Group,디자인,제한없음,2016-07-15 ~ 2016-07-31,200만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
(기간연장 ~8.19) 서울특별시 전국기능경기대회 앱 공모전,2426,"고용노동부, 서울특별시, 서울특별시교육청",서울특별시기능경기위원회(한국산업인력공단 서울지역본부),기획/아이디어게임/소프트웨어,제한없음,2016-07-25 ~ 2016-08-19,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2016 경북문화체험 전국수필대전, UCC 공모전",2561,대구일보,경북문화체험 전국수필대전&UCC 공모전 운영위원회,UCC/영상문학/수기,기타,2016-07-13 ~ 2016-08-31,500만원,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
중소기업유통센터 아임스타툰 웹툰 공모전,1477,"중소기업유통센터, 아임스타즈","중소기업유통센터, 아임스타즈",디자인캐릭터/만화,제한없음,2016-07-18 ~ 2016-08-21,100만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016 포항스틸디자인 공모전,1243,포항시,포항스틸아트페스티벌운영위원회/포스텍,디자인,대학원생/일반인/기타,2016-07-08 ~ 2016-09-06,"1,000만원",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016 세종교육 콘텐츠 공모전,8288,세종특별자치시교육청,세종특별자치시교육청,네이밍/슬로건광고/마케팅사진UCC/영상캐릭터/만화,제한없음,2016-07-13 ~ 2016-09-09,150만원,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
2016 한국과학창의재단 마케팅해커톤,2542,셜록컴퍼니,한국과학창의재단,기획/아이디어광고/마케팅,대학생,2016-07-18 ~ 2016-07-21,100만원,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2016 제4회 대한항공 대학생 디자인 공모전 대한항공이 쏜다 Season 2,2060,대한항공,인디커뮤니케이션즈,디자인경품/이벤트,대학생,2016-07-01 ~ 2016-08-24,푸드트럭,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
제3회 ECO자원봉사 사진공모전,1020,한국가스공사 대구경북지역본부,대구광역시자원봉사센터,사진UCC/영상,제한없음,2016-07-01 ~ 2016-08-12,50만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2016 제4회 대한항공 대학생 디자인 공모전 '비행기, 아트 되어 날다'",1831,대한항공,인디커뮤니케이션즈,디자인,대학생/대학원생,2016-08-01 ~ 2016-09-09,3백만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
제1회 안경매니져 브랜드 홍보를 위한 SNS 컨텐츠 공모전,2282,(주)안경매니져,(주)안경매니져,기획/아이디어광고/마케팅사진UCC/영상캐릭터/만화,기타,2016-07-25 ~ 2016-08-31,300만원,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
"2016 인천광역시광역치매센터 치매인식개선 사진, 시화 공모전",1205,인천광역시,인천광역시광역치매센터,사진UCC/영상문학/수기,제한없음,2016-07-20 ~ 2016-08-22,50만원 상품권,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
아트팹랩 챌린지 키덜트랜드,1353,국립현대미술관,국립현대미술관 - 아트팹랩,디자인예체능,제한없음,2016-08-02 ~ 2016-08-09,200만원,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
부천시 기부광장,846,국제청년센터,부천희망재단,기획/아이디어,제한없음,2016-07-18 ~ 2016-08-07,50만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
제2회 창조국방 아이디어 공모전,13287,"국방부,미래창조과학부","국방부,미래창조과학부",기획/아이디어취업/창업,제한없음,2016-09-19 ~ 2016-11-23,500만원,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016 대한민국 행복교육박람회 홍보 콘텐츠 공모전,3354,한국교육개발원,교육부,네이밍/슬로건UCC/영상,제한없음,2016-07-20 ~ 2016-08-08,100만원,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
제4회 고구레비토 국제영화제 2016 단편영화 공모,1533,일본 일반사단법인 고구레비토 클럽,일본 일반사단법인 고구레비토 클럽,사진UCC/영상,제한없음,2016-07-01 ~ 2016-09-30,100만원 상당의 부상,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ICT 멘토링 대학생 서포터즈 7기 모집,2629,"미래창조과학부,정보통신기술진흥센터","미래창조과학부,정보통신기술진흥센터",광고/마케팅과학/공학,대학생/기타,2016-07-20 ~ 2016-07-31,100만원 상당의 부상,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
제98회 전국체육대회 및 제37회 전국장애인체육대회 개폐회식 연출 아이디어 공모,1787,충청북도,충청북도,기획/아이디어,제한없음,2016-07-20 ~ 2016-09-07,200만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
제1회 비만 예방 디자인 공모,2092,국민건강보험공단,국민건강보험공단,디자인,제한없음,2016-07-25 ~ 2016-09-09,200만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
제1회 스페이스 신선 한복 디자인 공모전,1471,스페이스 신선,스페이스 신선,디자인,제한없음,2016-07-16 ~ 2016-07-31,300만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
제5회 대한민국 도시농업박람회『도시농부 스마트폰 사진 공모전』,1495,"농림축산식품부, 농촌진흥청, 광주광역시","농림수산식품교육문화정보원, 광주전남귀농학교",사진UCC/영상,제한없음,2016-07-18 ~ 2016-08-31,30만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제1회 대한민국 창작소설 공모대전,5479,(사)한국창작스토리작가협회,(주)스토리야,기획/아이디어문학/수기,제한없음,2016-08-22 ~ 2016-10-31,"1,000만원",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
제5회 대한민국 도시농업박람회『예술텃밭 공모전』,2160,"농림축산식품부, 농촌진흥청, 광주광역시","농림수산식품교육문화정보원, 광주전남귀농학교",기획/아이디어디자인,제한없음,2016-07-01 ~ 2016-08-20,150만원,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
뉴욕 타임스퀘어 광고 아이디어 공모전,2722,(주) 애스크컬쳐(AskCulture),(주) 애스크컬쳐(AskCulture),기획/아이디어광고/마케팅,제한없음,2016-07-09 ~ 2016-07-29,500만원,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2016 스마트시티 서비스 경진대회,19608,"미래창조과학부,국토교통부","미래창조과학부,국토교통부",기획/아이디어광고/마케팅,제한없음,2016-09-12 ~ 2016-10-14,100만원,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
영화의전당 제 9기 서포터즈 모집,946,영화의전당,영화의전당,광고/마케팅사진UCC/영상,기타,2016-07-08 ~ 2016-07-22,100만원,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
제5회 MG새마을금고 사진공모전,1994,새마을금고중앙회,새마을금고중앙회,사진UCC/영상,제한없음,2016-07-01 ~ 2016-08-31,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
영화 카이: 거울 호수의 전설 캐릭터/웹툰 공모전,2087,영화 카이,영화 카이,캐릭터/만화,제한없음,2016-07-13 ~ 2016-08-08,예매권 2매,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"오피스디포 디자인, 캐릭터 공모전",3521,오피스디포 코리아,오피스디포 코리아,디자인캐릭터/만화,대학생/대학원생/일반인,2016-07-01 ~ 2016-08-31,200만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
제3회 융복합 콘텐츠 공모전,2030,문화창조융합센터,문화창조융합센터,취업/창업,기타,2016-07-15 ~ 2016-09-05,체험/참여,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
(기간연장~10/14)제35회 대학(원)생 통일논문 및 통일홍보영상 현상공모,31697,통일부,통일교육원,논문/리포트기획/아이디어광고/마케팅UCC/영상문학/수기,대학생/대학원생,2016-08-22 ~ 2016-10-14,500만원,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
2016 스마트국토엑스포 공간정보 아이디어 경진대회,846,국토교통부,공간정보산업진흥원,기획/아이디어,제한없음,2016-06-01 ~ 2016-07-31,600만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016 정신건강 사진 공모전,1584,울산북구정신건강증진센터&자살예방센터,울산북구정신건강증진센터&자살예방센터,사진UCC/영상,제한없음,2016-07-19 ~ 2016-08-05,5만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
복합문화공간 playce 제주 아트콜라보레이션 객실 전시 작품 공개 모집,3132,복합문화공간 playce 제주,플레이스포 주식회사,디자인건축/건설전시/페스티발,제한없음,2016-07-11 ~ 2016-09-22,500만원,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
연안관리 홍보컨텐츠 공모전,1304,해양수산부 연안교육센터,한국연안협회,디자인사진UCC/영상,제한없음,2016-07-01 ~ 2016-08-30,150만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Young Orange Players 2016,1869,ING생명,inspire/d,기획/아이디어,대학생/대학원생,2016-07-14 ~ 2016-08-09,300만원,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
라이카 오스카 바르낙 어워드 2018,2246,라이카 카메라,라이카 카메라 코리아,사진,대학생/대학원생/일반인,2018-03-01 ~ 2018-04-05,"25,000유로",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제5회 LED/OLED 조명 제품(디자인) 및 사업화 아이디어 공모전,8636,한국광기술원,한국광기술원,기획/아이디어디자인과학/공학,제한없음,2018-03-12 ~ 2018-05-18,150만원,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"굿모닝 경기! 숨, 쉼 경기 친환경 공모전",7456,경기도,경기도,기획/아이디어디자인UCC/영상문학/수기,제한없음,2016-10-12 ~ 2016-11-20,500만원,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2016 해양 안전 공모전,21888,"해양수산부, 해양안전실천본부","해양수산부, 해양안전실천본부",기획/아이디어광고/마케팅문학/수기캐릭터/만화,대학생/일반인/초등학생/중학생/고등학생,2016-09-09 ~ 2016-10-21,300만원,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
스마트컨슈머 소비자톡톡 ‘나도 참여해보기’ 이벤트,3427,한국소비자원,한국소비자원,논문/리포트기획/아이디어광고/마케팅UCC/영상문학/수기경품/이벤트,제한없음,2016-10-11 ~ 2016-10-24,300만원,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
2016년 승강기 안전 공모전,17652,국민안전처,한국승강기안전공단,디자인UCC/영상,제한없음,2016-08-12 ~ 2016-10-12,150만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
국립부산과학관 개관 1주년 기념 과학 웹툰 공모전,5495,"미래창조과학부,부산광역시,국립부산과학관",국립부산과학관,예체능캐릭터/만화과학/공학,제한없음,2016-09-26 ~ 2016-11-20,200만원,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
제로에너지건축 비즈니스모델 공모전,2139,한국에너지공단,국토부,기획/아이디어건축/건설,제한없음,2018-01-22 ~ 2018-04-30,500만원,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
제19회 대한민국반도체설계대전,4544,한국반도체산업협회,국토부,기획/아이디어과학/공학게임/소프트웨어,대학생/대학원생,2018-03-02 ~ 2018-08-16,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
중소상공인희망재단 건물 네이밍(명칭) 공모전,2016,중소상공인희망재단,중소상공인희망재단,네이밍/슬로건,제한없음,2018-03-12 ~ 2018-03-28,500만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
경인고속도로 일반화 아이디어 및 설계 공모전,24387,인천광역시,인천발전연구원,기획/아이디어네이밍/슬로건디자인광고/마케팅UCC/영상건축/건설,대학생/대학원생/일반인/기업/제한없음,2016-08-01 ~ 2016-10-31,500만원,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
제3회 KYWA 웹툰 공모전,1465,한국청소년활동진흥원,한국청소년활동진흥원,캐릭터/만화,제한없음,2018-03-10 ~ 2018-04-10,500만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Toss 2018 채용연계형 인턴/신입 모집,2272,(주)비바리퍼블리카,(주)아르케,취업/창업,대학생,2018-03-15 ~ 2018-03-31,500만원,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
우리동네 영상 공모전,2659,충청남도선거관리위원회,(주)아르케,UCC/영상,제한없음,2018-03-12 ~ 2018-05-10,50만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018년 전국 대학생 니트 패션쇼,1089,경기도,"경기도경제과학진흥원,경기일보,한국패션디자이너연합회",디자인,대학생,2018-03-15 ~ 2018-04-13,500만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
제3회 중견기업 인식개선 공모전,11389,한국중견기업연합회,"경기도경제과학진흥원,경기일보,한국패션디자이너연합회",기획/아이디어네이밍/슬로건디자인광고/마케팅UCC/영상예체능캐릭터/만화,제한없음,2018-03-12 ~ 2018-04-22,200 만원,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0
2016 뚜아후아 제품 디자인 공모전,6363,trois rois(뚜아후아),trois rois(뚜아후아),디자인,제한없음,2016-10-10 ~ 2016-11-27,500만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
제18회 강남미술대전(전국공모),1770,강남문화원,강남문화원,디자인,일반인,2016-07-29 ~ 2016-08-31,300만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KIYFE 2016 국제청소년공간대전,3433,한국청소년시설환경학회,한국청소년시설환경학회,건축/건설,기타,2016-09-01 ~ 2016-10-28,500만원,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
청년커뮤니케이터 빅,1006,판타지아 부천,판타지아 부천,전시/페스티발,대학생/대학원생/일반인,2016-07-08 ~ 2016-07-13,체험/참여,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016년 시청자미디어대상 방송영상 공모전,2052,방송통신위원회,시청자미디어재단,사진UCC/영상,제한없음,2016-08-01 ~ 2016-08-31,500만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
(주)태일씨앤티 CI 공모전,1900,(주)태일씨앤티,(주)태일씨앤티,디자인,제한없음,2016-07-11 ~ 2016-07-31,100만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
제1회 자유경제원 캐릭터 공모전,1505,자유경제원,자유경제원,디자인,제한없음,2016-06-01 ~ 2016-08-10,100만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
장애인식개선 열손가락 영상 및 유니버셜 디자인 공모전,2236,사상구장애인복지관,사상구장애인복지관,디자인사진UCC/영상,제한없음,2016-07-06 ~ 2016-08-12,100만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
뭉스판다 모닝글로리 애니메이션 공모전,2620,모닝글로리,모닝글로리,사진UCC/영상,제한없음,2016-08-18 ~ 2016-08-25,500만원,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016 제 1회 횡성관광 전국사진 공모전,1752,횡성군청,횡성군청,사진UCC/영상,기타,2016-08-15 ~ 2016-09-05,500만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
비타500 청춘 영상 공모전,2393,광동제약(주),광동제약(주),사진UCC/영상,제한없음,2016-06-14 ~ 2016-08-15,500만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
청년 정책 홍보 아이디어 대회 청년  내일보다,1206,청년이만드는세상/청년시사잡지 바이트,청년이만드는세상/청년시사잡지 바이트,기획/아이디어,대학생,2016-06-13 ~ 2016-08-25,250만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
제4회 독도사랑UCC 공모전,2453,스포츠월드,세계일보,UCC/영상,대학생/중학생/고등학생,2016-07-18 ~ 2016-08-31,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
하남휴게소 청년창업 우수 아이템 공모,2919,한국도로공사,한국도로공사,취업/창업,일반인,2016-07-04 ~ 2016-07-15,500만원,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016 전국 중·고등학생 학생독립운동 UCC공모전,2499,광주학생독립운동기념회관,광주학생독립운동기념회관,UCC/영상,중학생/고등학생,2016-07-01 ~ 2016-08-20,50만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
드오로크러쉬 로고 디자인 공모전,2687,드오로크러쉬,드오로크러쉬,디자인,제한없음,2016-07-11 ~ 2016-07-31,200만원,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
비행기 아트 되어 날다,3148,대한항공,인디커뮤니케이션즈,디자인,대학생/대학원생,2016-08-01 ~ 2016-09-09,300만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
구수담 즉석발열 떡볶이 네이밍 공모전,10533,해피700평창영농조합법인 구수담,구수담,네이밍/슬로건,제한없음,2016-07-06 ~ 2016-07-12,50만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
고성군 수산물 공동브랜드 네이밍 공모,8948,고성군청,고성군청 해양수산과,네이밍/슬로건,제한없음,2016-07-08 ~ 2016-07-22,상품권 30만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
장애인식개선 ‘열손가락’ 영상 및 유니버셜 디자인 공모전,2099,사상구장애인복지관,사상구장애인복지관,디자인광고/마케팅사진UCC/영상,기타,2016-06-07 ~ 2016-08-18,70만원 상당의 상품,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2016 네이밍 공모전 YOYO FRESH TEA BAR의 새로운 프렌차이즈 이름을 찾습니다.,10110,(주)엠더블유홀딩스,YOYO FRESH TEA BAR,네이밍/슬로건,제한없음,2016-07-08 ~ 2016-07-29,50만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
제1회 스마트한강 단편영상 공모,985,서울특별시 한강사업본부,㈜미루픽처스·캐비넷필름,사진UCC/영상,제한없음,2016-06-20 ~ 2016-07-29,50만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제 1회 농업-기업 상생협력 UCC 공모전,997,농식품 상생협력 추진본부,농식품 상생협력 추진본부,UCC/영상,제한없음,2016-07-05 ~ 2016-08-23,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
W-Startup Springboard 2016,1415,"한국여성과학기술인지원센터, 서울창조경제혁신센터",TIDE Institute,과학/공학취업/창업,기타,2016-06-30 ~ 2016-07-17,200만원,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2016 전라남도 관광사진 공모전,2050,전라남도,전라남도문화관광재단,사진UCC/영상,제한없음,2016-09-01 ~ 2016-11-30,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
강서 미라클메디 특구 웹툰 공모전,1765,강서구청,강서구청,캐릭터/만화,제한없음,2016-07-11 ~ 2016-08-12,150만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
경상북도개발공사 'GBDC CS SONG' 공모전,1193,경상북도개발공사,전략기획실,UCC/영상,제한없음,2016-07-08 ~ 2016-07-29,80만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
내 손으로 만드는 문화정보서비스 300자 국민의견 공모,1234,한국문화정보원,한국문화정보원,기획/아이디어,제한없음,2016-06-20 ~ 2016-07-20,관광상품권 30만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
행정자치부 도시형 마을 공동작업장 명칭공모전,2856,행정자치부,행정자치부,네이밍/슬로건,제한없음,2016-10-06 ~ 2016-10-16,체험/참여,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
핸즈코리아 사진 공모전 희노애락,1255,핸즈기획사,행정자치부,사진UCC/영상,제한없음,2016-07-08 ~ 2016-07-23,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
오색시장 청년상인 인턴쉽 3기 모집,1494,"중소기업청, 소상공인시장진흥공단, 오색시장 문화관광형시장 육성사업단","오색시장 상인회, 살롱드공공, 오산오색시장 문화관광형시장 육성사업단",취업/창업,대학생/대학원생,2016-07-07 ~ 2016-07-30,활동비,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"내일을 빛낼 DNA를 깨워라 청년, 내일보다",1993,청년이만드는세상/청년시사잡지 바이트,청년이만드는세상/청년시사잡지 바이트,기획/아이디어예체능,대학생,2016-06-24 ~ 2016-08-25,250만원,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
제6회 가족사랑 수기공모전,2943,이지웰가족복지재단,이지웰가족복지재단,문학/수기,제한없음,2016-06-27 ~ 2016-08-31,100만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016년도 경상북도개발공사 아이디어 공모전,3342,경상북도개발공사,경상북도개발공사,기획/아이디어광고/마케팅건축/건설,기타,2016-07-13 ~ 2016-09-30,100만원,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
가락시장 희망글판 가을편 문안 공모전,9011,서울시 농수산식품공사,서울시 농수산식품공사,네이밍/슬로건,제한없음,2016-06-27 ~ 2016-07-22,50만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
가족愛 수기 공모전,1954,스마트학생복,한국사회복지협의회,문학/수기,중학생/고등학생,2016-05-07 ~ 2016-07-29,50만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016 정보보호 UCC 공모전,5312,미래창조과학부,한국인터넷진흥원,기획/아이디어디자인광고/마케팅UCC/영상,제한없음,2016-09-21 ~ 2016-10-24,500만원,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
재한 외국인유학생들을 위한 한국생활팁 글쓰기,1513,한국아시아우호재단,한국아시아우호재단,문학/수기,대학생/대학원생/초등학생/중학생/고등학생,2016-06-24 ~ 2016-07-17,아이패드2 64GB 및 이사장 상장,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
국립공원 2017년 3050주년 기념슬로건 공모,6947,국립공원관리공단,국립공원관리공단,네이밍/슬로건,제한없음,2016-07-01 ~ 2016-08-19,상품권,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
기술보증기금 대표광고안 공모전,5064,기술보증기금,기술보증기금,디자인광고/마케팅예체능,대학생/대학원생/일반인,2016-10-17 ~ 2016-11-17,300만원,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
제3회 YOU&I 거리좁히기 UCC 공모전,1036,보건복지부,한국보건복지인력개발원,UCC/영상,제한없음,2016-06-01 ~ 2016-07-31,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
유아 흡연예방교육 우수사례 공모전,6721,보건복지부,한국건강증진개발원 국가금연지원센터,기획/아이디어문학/수기,일반인/기업,2016-10-12 ~ 2016-11-28,250만원/50만원,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
전주동네빵집협동조합 브랜드 네이밍 및 BI  공모전,5035,전주시 사회적경제지원센터,전주시 사회적경제지원센터,네이밍/슬로건디자인,제한없음,2016-06-27 ~ 2016-07-15,100만원,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2016 슈퍼끼어로 시즌3,1818,경기콘텐츠진흥원,경기콘텐츠코리아랩,기획/아이디어예체능,제한없음,2016-07-01 ~ 2016-07-31,100만원,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
제3회 전국 청소년 윤동주 시화공모전,4416,재단법인 종로문화재단,재단법인 종로문화재단,예체능문학/수기,중학생/고등학생,2016-07-25 ~ 2016-08-30,50만원,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
한국PCO협회 로고 디자인 공모전(접수기간 연장: ~8.26까지),2201,(사)한국PCO협회,(사)한국PCO협회,기획/아이디어디자인,기타,2016-06-27 ~ 2016-08-26,100만원,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
어린이 교통안전UCC공모전,1624,모비스,한국어린이재단,UCC/영상,제한없음,2016-06-01 ~ 2016-07-31,150만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016년 양구군 배꼽축제 생명탄생 사진 공모전 및 출사대회,1292,양구군배꼽축제집행위원회,한국새생명복지재단,사진UCC/영상,제한없음,2016-07-22 ~ 2016-07-26,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제4회 관광 빅 데이터 분석 대회,3273,한국문화관광연구원,한국문화관광연구원,기획/아이디어,대학생/일반인,2016-07-01 ~ 2016-07-22,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
제10회 농촌경관 사진 공모전,1734,농림축산식품부,"한국농어촌공사, (사)한국에서 가장 아름다운 마을 연합",사진UCC/영상,제한없음,2016-04-25 ~ 2016-08-31,500만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016마을미술프로젝트 미술마을 사진콘테스트,2000,문화체육관광부 한국문화예술위원회,2016마을미술프로젝트,사진UCC/영상,제한없음,2016-07-01 ~ 2016-09-30,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제2회 롯데월드타워 사진공모전,9860,롯데월드타워,롯데월드타워,UCC/영상,제한없음,2016-09-30 ~ 2016-10-31,555만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2016 강원청소년영화제, 강원교육사진공모전",1541,"강원도교육청, G1 강원민방, 방송통신위원회","강원도교육청, G1 강원민방, 방송통신위원회",사진UCC/영상,중학생/고등학생,2016-08-26 ~ 2016-09-09,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
서울미래유산 60초 UCC 공모전,1503,서울특별시 문화정책과,서울특별시,사진UCC/영상,제한없음,2016-07-06 ~ 2016-08-05,문화상품권 20만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
공익희생자 에세이 공모,1340,공익희생자지원센터,공익희생자지원센터,문학/수기,제한없음,2016-07-15 ~ 2016-08-30,50만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
