공모전명,조회수,주최,주관,응모분야,참가자격,접수기간,1등시상금,입사_가산점,인턴정직원_채용,기획/아이디어,광고/마케팅,학술,사진/영상/UCC,디자인,문학/시나리오,건축/건설/인테리어,브랜드/네이밍,예체능,대외활동,취업/창업,IT/소프트웨어/게임,분야별_기타
여수엑스포 업사이클링 페스티벌 PR서포터즈 모집,695,해양수산부,"2012여수엑스포세계박람회재단, 해양환경관리공단",대외활동,대학생,2016-06-20 ~ 2016-06-28,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"지역아동센터 영어봉사단 모집 서울, 부산",1399,국제청년센터,국제청년센터,봉사활동,대학생,2016-06-19 ~ 2016-06-24,30만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016 마두희 공연 서포터즈 모집,1111,울산마두희축제추진위원회,울산마두희축제추진위원회,대외활동,제한없음,2016-06-23 ~ 2016-07-04,60만원상당 상품,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(접수기간연장~9/23)제15회 스마트 ICT 콘텐츠 공모전,53550,kt희망나눔재단,kt희망나눔재단,기획/아이디어네이밍/슬로건디자인광고/마케팅UCC/영상예체능문학/수기대외활동,대학생/대학원생/초등학생/중학생/고등학생,2016-08-29 ~ 2016-09-18,300만원,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0
KG아이티뱅크 제 2기 ITing 대학생 서포터즈,906,KG아이티뱅크,KG아이티뱅크,대외활동,대학생,2016-06-14 ~ 2016-06-28,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KT&G 상상univ. 상상커리어캠프 5기 모집,1691,KT&G 상상univ.,KT&G 상상univ.,대외활동,대학생,2016-06-27 ~ 2016-07-24,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
서울주얼리지원센터 서주임 대학생 기획단 모집,1109,(재)서울주얼리진흥재단,(재)서울주얼리진흥재단,기획/아이디어광고/마케팅대외활동,대학생,2016-06-08 ~ 2016-06-26,체험/참여,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
아름다운가게 나눔교육 서포터즈 13기,1548,아름다운가게,아름다운가게 나눔교육팀,봉사활동,기타,2016-06-23 ~ 2016-07-31,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[여름래프팅+아카데미] 제1기 통통드리머 모집(통일부 후원 프로그램),1755,민족화해협력범국민협의회,민화협 통일교육위원회,대외활동,대학생/대학원생,2016-06-20 ~ 2016-07-06,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016 호남권 스토리 발굴을 위한 스토리 창작자 모집,1135,"문화체육관광부, 광주광역시, 한국콘텐츠진흥원",광주정보문화산업진흥원,대외활동,제한없음,2016-07-08 ~ 2016-07-11,팀당 원고료 400만원 지원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016 서울문화의 밤 프렌즈 모집,859,서울특별시,서울특별시,대외활동,대학생/대학원생,2016-06-21 ~ 2016-07-01,300만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제15회 대학생리더십아카데미,1288,가온누리,가온누리,대외활동,대학생,2016-06-22 ~ 2016-07-05,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제1회 경기도 학생 안전 체험수기 공모전,10680,경기도청,경기도청,기획/아이디어네이밍/슬로건광고/마케팅문학/수기대외활동,대학생/초등학생/중학생/고등학생,2016-09-19 ~ 2016-10-14,100만원,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
몽벨 서포터즈 몽벨 위크론 원정대 1기 모집,1224,몽벨 코리아,"(주)덴츠코리아, (주)씨티티디",대외활동,대학생/대학원생/일반인,2018-03-19 ~ 2018-04-06,스타벅스 기프티콘,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
스마트컨슈머홈페이지만족도조사,4911,한국소비자원,한국소비자원,대외활동경품/이벤트,제한없음,2016-07-22 ~ 2016-07-31,스타벅스 커피 기프티콘,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
성매매방지 시민활동단 '왓칭유' 모집 공고,1038,서울시립다시함께상담센터,한국건강관리협회 대구광역시지부,대외활동봉사활동,대학생/대학원생/일반인,2018-03-19 ~ 2018-04-10,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제20회 서울국제여성영화제 자원활동가 모집,1573,서울국제여성영화제,서울국제여성영화제,대외활동전시/페스티발봉사활동,대학생/대학원생/일반인/기업,2018-03-20 ~ 2018-04-01,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
청소년 스피치강연 동아리 드림스토리 모집,717,"은평구청, 서울시교육청",은평구 청소년진로직업체험지원센터,대외활동봉사활동,대학생/중학생/고등학생,2018-03-19 ~ 2018-03-21,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018 그린캠퍼스 아카데미 수강생 모집,562,재단법인 기후변화센터,대신증권,기획/아이디어대외활동,대학생/대학원생,2018-03-19 ~ 2018-04-01,300만원,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2018 아시아헤럴드 대학생 기자단 모집,829,아시아헤럴드,아시아헤럴드,대외활동취업/창업,대학생,2018-03-26 ~ 2018-04-08,각 분야 100 만원,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
블루카펫 카페터 2기 모집,1950,글리넷코리아,글리넷코리아,대외활동경품/이벤트,제한없음,2016-06-08 ~ 2016-07-10,각 분야 100 만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
글로벌 역사외교대사 15기,1832,"사이버외교사절단반크, 동북아역사재단",사이버외교사절단반크,문학/수기대외활동봉사활동해외,대학생/대학원생,2016-06-09 ~ 2016-06-22,400만원,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2016 유니브엑스포 부산 대학생 서포터즈 모집,2930,2016 유니브엑스포 부산 조직위원회,2016 유니브엑스포 부산 조직위원회,기획/아이디어광고/마케팅대외활동,대학생,2016-06-13 ~ 2016-06-26,체험/참여,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2016년 한중청소년교류 2차 파견 참가자 모집,2433,여성가족부,한국청소년활동진흥원,대외활동해외,대학생/중학생/고등학생,2016-06-29 ~ 2016-07-20,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
두바퀴로 그리는 통일문화지도 DMZ 자전거캠프,793,청년이여는미래,청년이여는미래,대외활동,제한없음,2016-05-09 ~ 2016-06-19,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
울진비행교육훈련원 여름항공캠프,1498,국토교통부,한국항공진흥협회,대외활동,일반인,2016-06-15 ~ 2016-07-03,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JOB아라! 시장경제!,1014,"한국경제신문, 바른사회","한국경제신문, 바른사회",대외활동,대학생/대학원생,2016-06-12 ~ 2016-06-21,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
삼성전자 아산 블로그 시민 기자단 모집,824,삼성전자 아산 사업장,삼성전자 아산 사업장,대외활동,제한없음,2016-06-01 ~ 2016-06-20,원고료 지급,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
시크릿키 서포터즈 뷰티캐리 7기 모집,1255,(주)젠피아,(주)젠피아,대외활동,대학생/일반인,2016-06-08 ~ 2016-06-22,20만원 백화점 상품권,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
자원활동가 빠꼼이 모집,1946,"극단갯돌, 목포mbc","(사)세계마당아트진흥회, 목포세계마당페스티벌 추진위원회",봉사활동,대학생/대학원생/일반인,2016-06-14 ~ 2016-08-16,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제5회 애국가부르기 UCC 공모전,12346,국가보훈처,국가보훈처,디자인광고/마케팅UCC/영상예체능대외활동,제한없음,2016-08-22 ~ 2016-10-24,300만원,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0
굿네이버스 서울 동부지부 희망 나눔 학교,1366,굿네이버스,굿네이버스 서울동부지부,봉사활동,대학생,2016-06-14 ~ 2016-06-24,30만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016년 기술영향평가(가상증강현실 기술) 시민포럼 신청 및 온라인 의견 접수,2694,한국과학기술기획평가원,한국과학기술기획평가원,과학/공학게임/소프트웨어대외활동,기타,2016-05-30 ~ 2016-07-10,모든 회의 참석시 60만원 + 활동기,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
애니메이션 평론교육 프로그램 애니글수다 3기 모집,1440,한국독립애니메이션협회,한국독립애니메이션협회,대외활동,제한없음,2016-06-27 ~ 2016-07-10,50만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
서주임 대학생 기획단,884,서울주얼리지원센터,서울주얼리지원센터,대외활동,대학생,2016-06-08 ~ 2016-06-22,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
부산경제진흥원 제 1기 청년 컴패니언 모집,1326,부산경제진흥원,부산경제진흥원,대외활동,대학생,2016-06-13 ~ 2016-06-30,부선경제진흥원 취업프로그램 참가우선권,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
청년 인문학팀 바이스하이트 팀원 모집,1865,국제청년센터,국제청년센터,대외활동,대학생,2016-06-08 ~ 2016-06-26,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
통일둘레길 대장정 Season2_평화누리길 위에 선 통일세대의 희망로드,1229,위메이크코리아/청년이만드는세상,위메이크코리아/청년이만드는세상,대외활동,제한없음,2016-06-10 ~ 2016-07-24,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"문해력이 낮은 이들을 위한 독서지도, 미술지도 멘토, 자원봉사자 모집",2837,피치마켓,피치마켓,대외활동봉사활동,제한없음,2016-06-08 ~ 2016-06-23,8000만원,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"또! 기자단, 대학생 기자단 3기 모집",643,한국직업능력개발원,한국직업능력개발원,대외활동,대학생,2016-06-09 ~ 2016-06-19,50만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
유니세프 놀 권리 지킴이 학교 아이디어 및 실천사례 공모전,3571,유니세프한국위원회,유니세프한국위원회,기획/아이디어대외활동,일반인/초등학생/중학생/고등학생/기타,2016-06-13 ~ 2016-08-12,100만원,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016 K-Move 멘티 모집,1279,한국산업인력공단,한국산업인력공단,대외활동,제한없음,2016-06-01 ~ 2016-06-29,해외탐방,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
국순당 iCing 브랜드 서포터즈 4기,2056,(주)국순당,(주)국순당,대외활동,기타,2016-06-14 ~ 2016-06-29,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KT&G 상상univ. 상상editor 9기 모집,1310,KT&G 상상univ.,KT&G 상상univ.,대외활동,대학생,2016-06-13 ~ 2016-07-10,2백만원 및 문화체육관광부장관상,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"한수원 그린스피커, 그린서포터즈 6기 모집",1528,한국수력원자력,한국수력원자력,대외활동,대학생,2016-06-01 ~ 2016-06-26,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
고공행진 마케팅 캠프 시즌 5 마케팅을 부탁해,1860,"한국경제신문, 레드브릭스","한국경제신문, 레드브릭스",대외활동,대학생,2016-06-05 ~ 2016-06-25,100만원 상당의 현금과 상품,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
시니어드림페스티벌 청년Doer 모집,2149,희망제작소,희망제작소,기획/아이디어디자인광고/마케팅예체능문학/수기봉사활동,기타,2016-06-03 ~ 2016-06-26,300만원,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
멋네트워크사업 멋잇당 취업part 지원자 추가 모집,959,경기콘텐츠진흥원,북부경기문화창조허브,대외활동,기타,2016-06-13 ~ 2016-06-27,장학금 지원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
소비자이슈파인더 IF 3기 사회적책임알리미,1040,(사)소비자와함께,(사)소비자와함께,대외활동,제한없음,2016-06-10 ~ 2016-06-30,활동비 지급,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
문화체육자원봉사 대학생 서포터즈 3기 모집,2525,문화체육관광부,한국문화원연합회,대외활동봉사활동,대학생,2016-05-26 ~ 2016-06-15,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
크레파스 꿈나무 환경캠프 꿈나래 10기 모집,2246,크레파스 팩토리,크레파스 커뮤니티,봉사활동,대학생/대학원생,2016-06-25 ~ 2016-07-25,우수팀 시상,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
대학생농민 Project 단비 1기 모집,796,Project,Project,대외활동,대학생,2016-06-14 ~ 2016-06-26,500만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
영현대 글로벌 대학생 기자단 13기,849,현대자동차,현대자동차,대외활동,대학생,2016-06-07 ~ 2016-06-24,150만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
기부를 마케팅하라 2기,1799,부산창조재단 / (주)아이피미라클,부산창조재단 / (주)아이피미라클,기획/아이디어사진UCC/영상대외활동,대학생,2016-05-18 ~ 2016-06-26,500만원,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"스타발굴 오디션, 제3회 인천N스타(노래/개그)",1195,인천정보산업진흥원,"인천광역시,인천정보산업진흥원,경인방송",대외활동,제한없음,2016-03-01 ~ 2016-07-31,맥북프로 13인치,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
당신은 브랜드 입니까? 삶을 브랜딩하라! 제11기 팀 화이트 모집,1884,한국소비자포럼,한국소비자포럼,기획/아이디어광고/마케팅대외활동,기타,2016-06-13 ~ 2016-07-20,맥북프로 13인치,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
교육봉사 엔젤튜텨 모집,770,(주)드림메이커 인터내셔널,한국소비자포럼,대외활동봉사활동,대학생,2018-03-15 ~ 2018-03-25,맥북프로 13인치,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
오픈핸즈 청년기획단 모집,1011,사단법인 오픈핸즈,사단법인 오픈핸즈,대외활동,대학생/대학원생,2016-06-14 ~ 2016-07-03,소정의 선물 증정,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
지역 생활문화 청년 혁신가 사업 모집,5652,미래창조과학부,서울창조경제혁신센터,기획/아이디어광고/마케팅대외활동취업/창업,대학생/대학원생/일반인,2016-08-19 ~ 2016-09-07,300만원,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
제1회 겨레얼살리기 전국 대학생 토론대회,2164,(사)겨레얼살리기국민운동본부,(사)겨레얼살리기국민운동본부,대외활동,대학생/대학원생,2016-09-05 ~ 2016-09-20,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016년 산림공공데이터 포레스톤(ForestThon) 대회,6182,산림청,산림청,기획/아이디어디자인대외활동,제한없음,2016-07-25 ~ 2016-08-31,100 만원,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
하이틴tv 기자단 5기 모집,405,하이틴tv,아시아경제,대외활동,대학생/고등학생,2018-03-13 ~ 2018-03-23,1000만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제11기 통일부 대학생 기자단 모집,617,통일부,통일부,광고/마케팅대외활동,대학생,2018-03-21 ~ 2018-04-05,300만원,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"송파구 청년 일자리카페 3, 4월 취업지원 프로그램 안내",874,송파구청,(주)커리어투어,대외활동취업/창업,대학생/대학원생/일반인,2018-03-21 ~ 2018-04-30,300만원,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
취업의 신이 들려주는 송파구 청년 일자리카페 오픈특강 안내,539,송파구청,(주)커리어투어,대외활동취업/창업,대학생/대학원생/일반인,2018-03-21 ~ 2018-03-27,300만원,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
기아자동차 화성공장 기아 챌린지 에코 서포터즈 모집,1583,기아자동차 화성공장,사단법인 한국환경교육협회,대외활동,대학생,2016-05-27 ~ 2016-06-08,활동비 지원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
바른생각 SMARTISTS 2기 모집,897,바른생각,"빅앤트, 컨비니언스",대외활동,제한없음,2016-06-03 ~ 2016-06-26,팀별 활동비 제공,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제16회 전국 재능동화구연대회,4424,"재능문화재단, 소년한국일보",재능문화재단,UCC/영상예체능문학/수기대외활동,제한없음,2016-09-01 ~ 2016-10-03,50만원,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
"세계여행 플랫폼, 항공권 지원받고 스페셜한 여행",2223,여행카페 그이야기,(주)국제럭셔리여행사,대외활동,제한없음,2016-05-25 ~ 2016-08-31,50만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
한국직업능력개발원 대학생 블로그 기자단 3기 모집,1143,한국직업능력개발원,한국직업능력개발원,대외활동,대학생,2016-06-09 ~ 2016-06-19,원고료 및 콘텐츠 제작비 지급,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KT&G상상volunteer 12기,12352,KT&G상상univ.,KT&G상상univ.,봉사활동,대학생,2016-06-07 ~ 2016-07-10,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016 국방부 온라인 서포터즈 M 프렌즈 모집,1900,국방부,국방부,대외활동,대학생,2016-05-30 ~ 2016-06-15,1500만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016 서문시장 야시장 개장식 자원봉사자 서문지기 모집,2386,대구광역시청,(주)예일커뮤니케이션즈,봉사활동,대학생,2016-05-24 ~ 2016-05-31,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제6기 대학생 기후변화 아카데미 수강생 모집,1656,국회기후변화포럼,국회기후변화포럼,대외활동,대학생,2016-05-24 ~ 2016-06-19,300만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제8회 대한민국 해양영토 대장정,1299,한국해양재단,한국해양재단,대외활동,대학생,2016-06-01 ~ 2016-06-30,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
대학생 서포터즈 행복공감나누미 12기 대모집,1540,기획재정부 복권위원회,(주)나눔로또,대외활동,대학생,2016-06-03 ~ 2016-06-19,우수팀 장학금,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016년 국가간 청소년 교류 참가 청소년 2차 모집,1895,여성가족부,한국청소년활동진흥원,대외활동,대학생/중학생/고등학생,2016-05-23 ~ 2016-06-13,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016 Climate Scouts 제1기 모집,1196,(사)우리들의미래,(사)우리들의미래,기획/아이디어대외활동,기타,2016-06-03 ~ 2016-06-19,체험/참여,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016 문화체육자원봉사 대학생 서포터즈 3기 모집,2530,문화체육관광부,한국문화원연합회,대외활동,대학생,2016-05-26 ~ 2016-06-15,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제24회 아시테지 국제여름축제 자원활동가 모집,1578,(사)아시테지 한국본부,(사)아시테지 한국본부,봉사활동,제한없음,2016-05-24 ~ 2016-06-24,1000만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"청년이 바꾸는 지금, 희망일자리원정대",1032,위메이크코리아/청년이만드는세상,위메이크코리아/청년이만드는세상,대외활동,대학생,2016-05-13 ~ 2016-06-22,경상북도지사상,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
북한인권학생연대 탈북청소년과 대학생이 함께 하는 유니캠핑 참가자 모집,1335,북한인권학생연대,북한인권학생연대,대외활동,대학생,2016-06-01 ~ 2016-07-03,300만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016 한이음 ICT멘토링 프로젝트 참여학생 모집,6990,한국정보산업연합회,한국정보산업연합회,과학/공학대외활동장학(금)재단,대학생,2016-06-02 ~ 2016-06-13,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2016 세계 청소년 꿈과 재능 멘토스쿨,2044,"(사)좋은학교운동연합, 글로벌청년재단","(사)좋은학교운동연합, 자유교육연합",대외활동봉사활동,대학생,2016-05-09 ~ 2016-05-31,500만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
고용노동부 청년친화 강소기업 서포터즈 모집,2651,고용노동부,고용노동부,광고/마케팅대외활동,대학생/대학원생/일반인,2016-06-01 ~ 2016-06-24,취재 지원비,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
유기견 봉사 동아리 리플 봉사 캠페인 참여모집,1665,리플(REPL) 유기견 봉사 동아리,리플(REPL) 유기견 봉사 동아리,대외활동봉사활동,제한없음,2016-05-23 ~ 2016-05-25,50만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CGV 시네마클래스 5기 수강생 모집,3401,CJ CGV,CJ CGV,대외활동,대학생,2016-05-18 ~ 2016-06-16,100만원,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MYTM 2기 투어메이트 서포터즈 모집,679,MYTM,MYTM,대외활동,대학생,2016-05-26 ~ 2016-05-31,기본 활동비 지급,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20대 국회의원 1대1 밀착 모니터링을 위한 300인 국회감시단,1038,바른사회시민회의,바른사회시민회의,대외활동,대학생,2016-05-30 ~ 2016-06-15,영화예매권2매,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
이노스타 그린스타 인증서포터즈 히든스타즈 모집,1434,한국능률협회인증원(KMAR),한국능률협회인증원(KMAR),대외활동,대학생,2016-05-19 ~ 2016-05-29,영화예매권2매,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ICSG인쇄신고 경기도교육청 SNS 서포터즈 1기 모집,1298,경기도교육청,경기도교육청,대외활동,일반인,2016-05-26 ~ 2016-06-07,소정의 원고료 지급,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
동아일보 문화사업본부 3기 서포터즈 모집,1511,동아일보사,"동아일보, 제주특별자치도",대외활동,제한없음,2016-05-26 ~ 2016-06-07,"우수 서포터즈 상품, 지원금",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
funfun하게 돈버는 커뮤니티형 리워드앱 퍼니캐시 서포터즈 퍼블러1기,1846,퍼니캐시,필마루,대외활동,제한없음,2016-05-09 ~ 2016-05-25,"우수 서포터즈 상품, 지원금",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
U플래너 아카데미 3기 운영진 모집,1230,"(사)통일아카데미, 통일미디어",(사)통일미디어,봉사활동,대학생,2016-05-17 ~ 2016-05-31,"우수 서포터즈 상품, 지원금",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제19회 부천 국제 만화 축제 자원활동가 모집,1565,한국만화영상진흥원,한국만화영상진흥원,봉사활동,제한없음,2016-05-18 ~ 2016-06-10,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018 크라우드펀딩 학생 아이디어 공모전,3576,"(주)크라우디, (사)청소년금융교육위원회",대한민국정책기자단,기획/아이디어광고/마케팅대외활동취업/창업,대학생/중학생/고등학생,2018-03-16 ~ 2018-04-08,300 만원,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
통일 둘레길 대장정 Season2,2579,"위메이크코리아, 청년이만드는세상","위메이크코리아, 청년이만드는세상",대외활동봉사활동,대학생,2016-06-10 ~ 2016-07-24,수료증,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제1기 마스타자동차 서포터즈 모집,2096,마스타자동차관리㈜,마스타자동차관리㈜,기획/아이디어광고/마케팅대외활동,대학생/대학원생/일반인,2018-03-20 ~ 2018-03-28,200만원,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
DIFFY 미대생을 위한 정보교류 플랫폼 '위니디' 서포터즈 2기 모집,881,(주)디피플랫폼,마스타자동차관리㈜,대외활동,대학생/대학원생,2018-03-20 ~ 2018-04-02,20 만원,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
(기간연장)국립해양박물관 「제3기 대학생 기자단」 선발,11643,국립해양박물관,국립해양박물관,대외활동,대학생/대학원생,2016-03-28 ~ 2016-05-01,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제3기 생태관광 영리더스클럽 모집,6972,환경부,한국생태관광협회,대외활동,대학생/대학원생,2016-03-25 ~ 2016-04-20,300만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016년 청춘인문 논장판,10566,"문화체육관광부, 해외문화홍보원",아리랑TV,기획/아이디어대외활동,대학생/대학원생,2016-03-07 ~ 2016-04-08,1000만원,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
공평한 세상을 위한 작은 프로젝트 공모전,10901,동그라미재단,동그라미재단,기획/아이디어대외활동,제한없음,2016-07-01 ~ 2016-07-29,활동비 100만원,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
바슈롬 바이오트루 촉촉마케터 4기,1622,바슈롬,바슈롬,대외활동,대학생,2016-05-13 ~ 2016-05-31,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
해양환경 홍보대사 아라미 5기 모집,2172,해양환경관리공단,해양환경 홍보대사 아라미 5기 운영사무국,대외활동,대학생,2016-05-09 ~ 2016-06-01,팀활동비 지원,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
한국저작권위원회 제5기 저작권기자단 모집,1959,한국저작권위원회,제5기 저작권기자단운영사무국,대외활동,대학생,2016-05-09 ~ 2016-05-24,해외탐방,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
제6회 10초 국제 애니메이션 페스티벌 10STER 자원활동가 모집,2357,10초국제애니메이션페스티벌조직위원회,10초국제애니메이션페스티벌조직위원회,봉사활동,제한없음,2016-05-11 ~ 2016-06-06,해외탐방,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"제2기 한국, 몽골 글로벌 문화 봉사단원 모집",1633,광운대학교,강북청소년수련관,봉사활동,대학생/고등학생,2016-05-16 ~ 2016-05-31,40만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
전남YLA 2기 모집,1042,아름다운서당,아름다운서당,대외활동,대학생,2016-05-20 ~ 2016-06-12,교육비용 무료,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
면허 새내기 봉사단 모집,891,"경찰청,한화손해보험","경찰청,한화손해보험",대외활동,대학생/대학원생/일반인,2016-05-16 ~ 2016-05-22,우수팀 장학금,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
실무형취업교육 미니인턴,1688,(주)오픈놀,(주)오픈놀,대외활동,대학생,2016-05-18 ~ 2016-05-25,우수팀 장학금,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
희망 일자리 원정대 청바지 원정대 Season2,1319,위메이크코리아/청년이만드는세상,위메이크코리아/청년이만드는세상,대외활동,대학생,2016-05-13 ~ 2016-06-22,우수팀 장학금,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
스카이라이프 대학생 서포터즈 3기,1296,스카이라이프,스카이라이프,대외활동,대학생,2016-05-11 ~ 2016-05-22,교육부 장관상,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제2기 KIMA WEEK 명예기자단,1193,"해양수산부, 부산광역시",(사)한국해양레저네트워크,대외활동,대학생,2016-05-09 ~ 2016-05-27,교육부 장관상,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NSI 대학생 건전재정가디언즈 4기 모집,2532,국가경영전략연구원,건전재정 가디언즈 운영사무국,대외활동,대학생,2016-05-04 ~ 2016-06-09,500만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
